"RECORDID","NIDIDFULL","NIDID","DAM_NAME","OTHER_DAM_NAME","OTHERSTRUCTUREID","LATITUDE","LONGITUDE","LOC_FLAG","STATE","COUNTY","RIVER","COMID","GNIS_NAME","FTYPE","STRM_ORDR","STATUSFLAG","HUC_2","HUC_12","MTRL","PRMRY_MTRL","CORE_MTRL","FND_MTRL","CNST_TYPE","HYD_HT","DAM_HT","STR_HT","MAX_HT","DAM_LEN","DAM_VOL","GATE","NUM_LOCKS","LOCKS","SPLLWYCONT","DISTTOSUB","CAP_MWA","GEN_MWHA","CF_A","REG_FERC","DLYSOLGEN","DLYWINDGEN","MULTI_PRPS","PRPS_PRMRY","PRPS_GEN","HYD_HD_A","FED_OP","FED_OP_OWN","MAX_STRG","NORM_STRG","MAX_DISCHA","UM_DAM_CT","UMDAMCTLEN","TOTUDAM_CT","DM_DAM_CT","TOTMSDAMCT","DISTTOUDAM","DISTTODDAM","PERCDISUS","DMDAMCTLEN","OWNER_TYPE","OWNER_GEN","FEDOWNNAME","HUC12_POP","CULTURE","RCRTN","AGE","MOD_AGE","FEMA_HZRD","HH_DAM_CT","FED_REG","PLTCLPRTY","NERCREG","NERCSUBREG","FFSHDLYTRP","CTDVBTRMP","CTUDVBTRMP","CTFISHCOLD","CTFISHSALT","CTWWPAD","DOM_WD","Q_EROM","MNANNAVGQ","MAXDLYQ","MINDLYQ","PERC10Q","PERC20Q","PERC30Q","PERC40Q","PERC50Q","PERC60Q","PERC70Q","PERC80Q","PERC90Q","DRNG_AREA","W_AREA","C_AREA","W_ELEV","C_ELEV","SRFC_AREA","W_RUNOFF","C_RUNOFF","W_HYDREG","C_HYDREG","W_HYDCON","C_HYDCON","DAM_STRG","W_HPRECIP","C_HPRECIP","W_HMNTEMP","C_HMNTEMP","W_HMAXTEMP","C_HMAXTEMP","W_HMINTEMP","C_HMINTEMP","CLIM_PRES","CLIM_PRESD","CLIM_FUT","CLIM_FUTD","ECOREGION","CTOCNSTRG","CTINLDSTRG","CTOCNCLPD","CTOCNEEL","CTOCNSALM","CTINLDSALM","CTOTRINLD","FISHPSSREQ","PROT_MGMT","PROT_TYPE","PROTSTATUS","ACCESS","BIODIV_LIM","WSR","CERADENS","W_IMPERV","C_IMPERV","W_RDDENS","C_RDDENS","W_HIURBAN","C_HIURBAN","W_CROP","C_CROP","W_WETLD","C_WETLD","W_FOREST","C_FOREST","NPDESDENSW","NPDESDENSC","TRI_DENSW","TRI_DENSC","SF_DENSW","SF_DENSC","IMP303DTOT","IMP303DBIO","IMP303DNUT","IMP303D_T","IMP303DPH","IMP303DSED","IMP303D","W_CHEMREG","C_CHEMREG","W_SEDREG","C_SEDREG","AGN_RUNOFF","AGP_RUNOFF","AG_RUNOFF","AG_EROSION","LITH","MMI_10PCT","W_CLAY","C_CLAY","W_SAND","C_SAND","W_OM","C_OM","W_PERM","C_PERM","W_RCKDEP","C_RCKDEP","W_KF","C_KF","Owner","Federally Regulated","Owner Type","Potential Capacity (MW)","Distance to Substation (km)","Community","Environmental","Grid","Industry","Batteries","H2 Feasibility","PSH Feasibility","Critical Habitat","Protected Land","Impaired Stream","Retail Price of Electricity (cents/kWh)","Wholesale Price of Electricity ($/MWh)","Financial Incentives","Regulatory Policies"
68866,"PA00896","PA00896","FLAT ROCK","-99999","-99999",40.03972222,-75.24694444,"-99999","Pennsylvania","PHILADELPHIA","SCHUYLKILL RIVER",4782619,"Schuylkill River","ArtificialPath",6,"-99999",2,20402031007,"Concrete","Concrete","-99999","-99999","Gravity",-99999,6.4008,-99999,6.4008,155.448,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",0.358134031875531,5.865463227,24443.54632,47.57269905,"Dam likely would fall under FERC regulatory authority",3.68838000104,1205102.5,"Single purpose","Recreation","Storage",4.48056,"No federal agency involved in operation","No federal agency involved in operation",1850220,971982.24,-99999,8,4,73,1,9,0,11.1657,4.6835,0.8228,"State","Other","-99999",133938.744315,"-99999","Dam serves some recreational purpose",102,102,"High",7,"Dam is not under federal regulatory authority","R","RELIABILITYFIRST CORPORATION (RFC)","RFC",60100.7465668,-99999,-99999,-99999,-99999,1,7.83019,3111,88.74624,1426.095,9.974821,179.3629,123.4099,95.80477,76.47515,62.09456,50.20539,40.15728,30.68374,22.64104,4685.292,4685.661,2.9754,173.3261,73.24042,0.4249203,552.7145,552,0.9383022,0.9800749,0.9432224,0.9374226,1951.99991397,1190.439,1192.129,10.85226,12.62183,16.5198,17.70325,-6.95977,-4.398972,"Dfa","Cold, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","-99999",0,0,0,1,0,1,0,69.23,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.288284868002,7.062269,6.844083,3.822417,6.966834,1.268869,0.877193,14.89856,0.0907441,1.23975,3.176044,42.95756,36.93285,0.009390351,0,0.06487879,0,0.01216477,0.3360893,0.0335196764327,0,0.0335196764327,0,0,0.0335196553299,"Dam is located on a reach that is not listed as impaired",0.8946255,0.8885832,0.9481414,0.9523277,2.3010202533,0.320907164565,165.649716461,0.457971564716,"Mica-schist",4.132,21.90698,19.75,26.75249,27.05,0.6276785,0.48,7.157096,3.99,126.1437,147.43,0.3177069,0.32,"DEP","NO","STATE","5.87","0.36","0.5","0.33","0.4","0.3","MEDIUM","LOW","LOW","NO","NO","NO","9.7","55.77","15","7"
68867,"PA00897","PA00897","FAIRMOUNT","-99999","-99999",39.96736134,-75.18620793,"Coordinates based on update from 2012 NPD Resource Assessment","Pennsylvania","PHILADELPHIA","SCHUYLKILL RIVER",4784831,"Schuylkill River","ArtificialPath",6,"-99999",2,20402031008,"Concrete","Concrete","-99999","-99999","Gravity",-99999,9.6012,-99999,9.6012,365.76,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",1.15915534389145,9.180728884,38259.47978,47.57269905,"Dam likely would fall under FERC regulatory authority",3.79412999456,1203630.625,"Multiple purposes","Recreation","Storage",6.72084,"No federal agency involved in operation","No federal agency involved in operation",4542906.84,4542906.84,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Local government","Other","-99999",331342.484137,"-99999","Dam serves some recreational purpose",121,121,"High",4,"Dam is not under federal regulatory authority","R","RELIABILITYFIRST CORPORATION (RFC)","RFC",34674.3910522,-99999,-99999,-99999,-99999,1,17.284551,3028,92.82321,1454.909,10.77977,187.0875,129.0986,100.13,80.43241,65.1142,52.70423,42.28237,32.40617,23.98055,4962.421,4888.846,13.1418,169.4334,29.53573,1.728009,552.7048,552.1534,0.9391889,0.9374821,0.9427905,0.8935832,2246.00000107,1190.538,1178.577,10.91535,13.27086,16.5626,18.09479,-6.868926,-3.580434,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","-99999",0,0,0,1,0,1,0,69.23,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.0933719873428,7.07995,6.570368,4.020679,17.7036,1.402711,14.67607,14.29182,0.2259964,1.235187,0.3972059,42.09121,13.55294,0.009818268,0,0.06852333,0.07609308,0.01329557,0.07609308,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.8941824,0.8838093,0.9476853,0.8941096,0.569528500772,0.160766254401,143.542655822,0.122087861975,"Mica-schist",4.128,21.94159,18.77292,26.64364,33.2149,0.6307222,2.608138,7.039024,10.18973,126.456,89.19407,0.3184535,0.1808917,"","NO","LOCAL GOVERNMENT","9.18","1.16","0.5","0.35","0.4","0.29","MEDIUM","LOW","LOW","NO","NO","NO","9.7","55.77","15","7"
68881,"PA00914","PA00914","GEORGE B STEVENSON","-99999","-99999",41.40856114,-78.01935312,"Coordinates based on update from 2012 NPD Resource Assessment","Pennsylvania","CAMERON","FIRST FORK SINNEMAHONING CREEK",8127683,"First Fork Sinnemahoning Creek","Connector",4,"-99999",2,20502020407,"Earth","Earth","-99999","-99999","-99999",-99999,50.5968,-99999,50.5968,586.74,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",21.4712343803456,2.388784845,9954.946563,47.57269905,"Dam likely would fall under FERC regulatory authority",3.2191600007,1575960.5,"Multiple purposes","Flood Control and Storm Water Management","Storage",35.41776,"No federal agency involved in operation","No federal agency involved in operation",156651960,2466960,-99999,1,2,1,6,7,-99,144.8397,0.6753,1.4325,"State","Other","-99999",72.9699724891,"-99999","Dam has no recreational purposes reported",43,43,"High",1,"Dam is not under federal regulatory authority","R","RELIABILITYFIRST CORPORATION (RFC)","RFC",4670.20530272,-99999,2,1,-99999,-99999,0.004451,391,11.30957,199.6217,2.817441,21.37135,14.2108,11.08086,9.117954,7.714982,6.64596,5.807623,5.044574,4.364572,629.3676,630.4392,0.1044,567.3985,310.5997,0.5746541,608.74,609,0.9918576,0.9182374,0.98632,0.8786279,41382.9959696,1077.167,1063.658,7.183105,8.398605,13.07849,14.56683,-10.07109,-9.654311,"Dfb","Cold, no dry season, warm summer","Dfa","Cold, no dry season, hot summer","-99999",0,0,0,0,0,1,0,69.23,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.00759267807007,5.606288,5.913043,1.069701,0.7449,0.002141364,0,0.09636139,0,0.6274197,0,88.72272,52.58621,0,0,0.001586196,0,0,0,13.196408651,0,0,0,0,0,"Dam is located on a stream listed as impaired",0.9451979,0.8891477,0.9890682,0.9523418,0.229852110132,0.450670394089,147.620899777,0.254797060522,"Sandstone",3.675,21.05128,22.86595,27.59753,25.81948,0.5257572,0.5342241,9.25783,6.716207,132.7181,134.1079,0.2931399,0.3157759,"DCNR","NO","STATE","2.39","21.47","0.18","0.3","0.4","0.18","LOW","LOW","LOW","NO","NO","YES","9.7","55.77","15","7"
68898,"PA00934","PA00934","NORRISTOWN (SWEDE STREET)","-99999","-99999",40.11127687,-75.34682813,"Coordinates based on update from 2012 NPD Resource Assessment","Pennsylvania","MONTGOMERY","SCHUYLKILL RIVER",4782501,"Schuylkill River","ArtificialPath",6,"-99999",2,20402031007,"Concrete-Timber Crib","Concrete","-99999","-99999","-99999",-99999,3.6576,-99999,3.6576,274.32,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",0.245497853662495,3.266818973,13614.03828,47.57269905,"Dam likely would fall under FERC regulatory authority",3.68838000104,1205102.5,"Single purpose","Recreation","Storage",2.56032,"No federal agency involved in operation","No federal agency involved in operation",2904845.4,2904845.4,-99999,6,3,69,3,9,0,4.9768,4.6933,2.2251,"Local government","Other","-99999",133938.744315,"-99999","Dam has no recreational purposes reported",44,44,"Invalid/Undetermined",7,"Dam is not under federal regulatory authority","R","RELIABILITYFIRST CORPORATION (RFC)","RFC",60100.7465668,-99999,-99999,-99999,-99999,1,7.83019,3043,85.95335,1349.966,9.572647,174.064,120.071,92.45235,73.77291,59.5818,48.06045,38.57142,29.24712,21.60872,4571.332,4566.581,3.8106,175.8519,39.66319,0.9712464,552.7316,552,0.9376706,0.9306323,0.9436452,0.9110462,1951.99991397,1190.467,1182.204,10.8136,12.34776,16.49113,17.82076,-7.013221,-5.137222,"Dfa","Cold, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","-99999",0,0,0,1,0,1,0,69.23,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.288284868002,7.047101,7.476787,3.712407,12.37216,1.142989,19.53236,15.28274,0.04723666,1.249099,0.8502598,43.41425,8.030231,0.008321324,0,0.06087705,0.2624259,0.01138707,0,0.0335196764327,0,0.0335196764327,0,0,0.0335196553299,"Dam is located on a reach that is not listed as impaired",0.8948637,0.8780243,0.9482367,0.9162736,2.3010202533,0.320907164565,165.649716461,0.457971564716,"Arkose",4.13,21.88463,21.48945,26.80593,28.33848,0.6304354,0.5809967,7.232937,5.537137,125.5886,127.6607,0.3174137,0.34,"MONTGOMERY COUNTY COMMISSIONERS, PARKS AND HERITAGE SERVICES","NO","LOCAL GOVERNMENT","3.27","0.25","0.36","0.29","0.4","0.3","MEDIUM","LOW","LOW","NO","NO","NO","9.7","55.77","15","7"
68913,"PA00953","PA00953","NORTHAMPTON","-99999","-99999",40.68916667,-75.50277778,"-99999","Pennsylvania","LEHIGH","LEHIGH RIVER",4188243,"Lehigh River","ArtificialPath",5,"-99999",2,20401060804,"Concrete","Concrete","-99999","-99999","-99999",-99999,2.4384,-99999,2.4384,85.344,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",0.126385026147597,1.539316614,6414.899472,47.57269905,"Dam likely would fall under FERC regulatory authority",3.34891000283,1428135.5,"Single purpose","Recreation","Storage",1.70688,"No federal agency involved in operation","No federal agency involved in operation",61674,61674,-99999,5,3,57,3,8,0,8.9714,8.6187,1.0697,"Private","Private","-99999",23609.9422091,"-99999","Dam serves some recreational purpose",48,48,"Low",2,"Dam is not under federal regulatory authority","R","RELIABILITYFIRST CORPORATION (RFC)","RFC",28656.5920029,-99999,-99999,-99999,-99999,2,1.416597,2069,57.74683,927.1009,4.86589,117.6711,80.59572,61.01118,49.03601,40.63986,33.41011,26.23044,19.76852,13.81827,-99999,2438.425,5.6619,412.871,114.2126,-99999,728.2475,731,0.9781973,0.9365859,0.9758413,0.932398,103.999997862,1290.172,1161.982,8.788515,10.80672,14.40758,16.44956,-9.540408,-6.911874,"Dfa","Cold, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","-99999",0,0,0,1,0,1,1,69.23,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.567473232746,6.611012,7.101591,2.556112,10.38763,0.2465526,8.249881,4.068376,1.828008,6.048954,0.5881418,70.4668,12.98681,0.002050504,0,0.008612117,0.3532383,0.002050504,0,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9227388,0.8761714,0.9731065,0.923975,17.1586424303,6.73811354015,137.47659184,15.0462375906,"Limestone",4.04,18.48521,24.65489,31.04866,16.82864,0.7414987,0.6087395,8.942998,5.669183,120.6753,127.95,0.2905171,0.3277635,"WHITEHALL CEMENT MANUFACTURING COMPANY","NO","PRIVATE","1.54","0.13","0.3","0.24","0.4","0.25","MEDIUM","LOW","LOW","NO","NO","NO","9.7","55.77","15","7"
68916,"PA00958","PA00958","EASTON","-99999","-99999",40.68888889,-75.205,"-99999","Pennsylvania","NORTHAMPTON","LEHIGH RIVER",4188251,"Lehigh River","ArtificialPath",5,"-99999",2,20401060813,"Masonry-Stone","Masonry","-99999","-99999","-99999",-99999,9.144,-99999,9.144,182.88,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",0.97361182226875,8.365187743,34860.81937,47.57269905,"Dam likely would fall under FERC regulatory authority",3.40425002882,1267892.625,"Single purpose","Recreation","Storage",6.4008,"No federal agency involved in operation","No federal agency involved in operation",1274184.84,1274184.84,-99999,8,4,65,0,8,0,0,6.0728,0,"State","Other","-99999",109782.087766,"-99999","Dam serves some recreational purpose",38,38,"Low",7,"Dam is not under federal regulatory authority","D","RELIABILITYFIRST CORPORATION (RFC)","RFC",43946.5595551,-99999,1,-99999,-99999,1,6.586925,2938,77.38429,959.2763,6.98875,149.2765,106.2779,83.88487,68.49606,57.3215,47.60841,39.27584,31.21607,23.47739,3556.056,3526.734,45.7038,335.3678,122.2268,-99999,728.1768,726.2538,0.9595661,0.9512664,0.9634772,0.9510739,788.999886523,1257.214,1187.97,9.35619,10.97585,15.01653,16.72275,-8.823505,-6.872476,"Dfa","Cold, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","-99999",0,0,0,1,0,1,1,69.23,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.389189243317,6.907412,7.014617,3.637237,8.57538,0.9970671,2.414241,9.889851,7.421921,4.386626,1.000354,56.73799,29.61285,0.003119033,0,0.03771195,0.1969202,0.005387421,0.02188002,0.0632758894102,0,0,0,0,0.0632757921888,"Dam is located on a reach that is not listed as impaired",0.9090773,0.8871581,0.9593037,0.9316129,9.58966307793,2.62699568786,142.524589058,4.51734825194,"Dolostone",4.104,19.98181,22.28469,28.23111,21.36083,0.7166965,0.5371761,8.248686,8.465911,122.5351,139.0985,0.2982744,0.3107152,"DCNR","NO","STATE","8.37","0.97","0.35","0.22","0.4","0.3","MEDIUM","LOW","LOW","NO","NO","NO","9.7","55.77","15","7"
69039,"PA01133","PA01133","HAMMOND DAM","HAMMOND","-99999",41.89901227,-77.14884292,"Coordinates based on update from 2012 NPD Resource Assessment","Pennsylvania","TIOGA","CROOKED CREEK",8112617,"Crooked Creek","StreamRiver",4,"-99999",2,20501040608,"Rockfill-Earth","Rockfill","Earth","Soil","-99999",25.6032,37.1856,37.1856,37.1856,1965.96,-99999,"Some type of gate/control structure reported",0,"No locks","Uncontrolled spillway",8.1989118716023,1.645014721,6855.382425,47.57269905,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",3.25300000754,1498163.625,"Multiple purposes","Flood Control and Storm Water Management","Storage",25.6032,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",168907817.28,10638765,6173.072557056,1,3,2,6,7,-99,66.3356,10.7651,1.0392,"Federal","Federal","USACE",366.253258868,"-99999","Dam serves some recreational purpose",43,43,"High",1,"Dam is not under federal regulatory authority","R","RELIABILITYFIRST CORPORATION (RFC)","RFC",2376.01819801,1,-99999,1,-99999,-99999,0.021975,124,3.341012,98.26402,0.0004390955,8.774757,5.486927,3.778879,2.528132,1.509622,0.6534693,0.1904474,0.02372947,0.004603046,315.9788,307.9692,8.4807,505.8711,380.3024,2.772099,381.5396,380,0.9395785,0.9522861,0.9317863,0.925861,44316.0001223,924.9481,912.2596,7.630996,8.203172,13.6329,14.46812,-9.924642,-9.752404,"Dfb","Cold, no dry season, warm summer","Dfa","Cold, no dry season, hot summer","-99999",0,0,0,0,0,1,0,69.23,"Federal","Recreation Management Area","Dam is on protected land","Open Access","No biodiversity protection","Not in W&S River protected area",0.233254179358,5.863323,6.405204,1.462078,2.266858,0.01782646,0.08489865,1.10524,1.337154,0.681789,1.560013,62.64422,39.02154,0,0,0.003247078,0,0,0,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9225575,0.9267312,0.9593379,0.9645858,5.64309031872,5.13796765652,121.718871675,10.586776236,"Sandstone",3.768,17.11521,15.89204,23.04152,28.31778,1.363371,0.9458463,4.117366,6.969827,119.5866,127.7312,0.3414159,0.3366741,"USACE - BALTIMORE DISTRICT","NO","FEDERAL","1.65","8.2","0.19","0.29","0.4","0.18","MEDIUM","LOW","LOW","NO","YES","NO","9.7","55.77","15","7"
69260,"PA01547","PA01547","YOUGHIOGHENY INTAKE","-99999","-99999",39.99572574,-79.59445079,"Coordinates based on update from 2012 NPD Resource Assessment","Pennsylvania","FAYETTE","YOUGHIOGHENY RIVER",3808903,"Youghiogheny River","ArtificialPath",6,"-99999",5,50200060904,"Concrete","Concrete","-99999","-99999","-99999",-99999,3.048,-99999,3.048,-99999,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",0.152651549868685,2.642440552,11106.22778,47.97966865,"Dam likely would fall under FERC regulatory authority",3.18484000064,1558928.5,"Single purpose","Water Supply","Storage",2.1336,"No federal agency involved in operation","No federal agency involved in operation",113110.116,0,-99999,1,1,42,21,22,-99,80.6897,13.7684,0.659,"Local government","Other","-99999",11918.170289,"-99999","Dam has no recreational purposes reported",86,86,"Low",1,"Dam is not under federal regulatory authority","R","RELIABILITYFIRST CORPORATION (RFC)","RFC",17370.4598351,-99999,-99999,-99999,-99999,12,0.71509,2584,71.39296,839.0642,8.324495,155.2691,105.08,76.92148,58.75542,45.54,37.49564,31.92877,27.76834,23.39881,1973.572,3313.701,2.52,695.0263,349.0786,-99999,671.6818,672,0.9651906,0.9839339,0.9741313,0.9813892,29.9999999889,1203.992,1121.852,8.61637,10.49371,14.38458,16.62906,-8.368007,-6.874428,"Dfa","Cold, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","TUNDRA",0,0,0,0,0,1,0,36.36,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.341665357351,6.071177,7.039634,2.010253,5.848772,0.0913118,0.6785714,1.400069,0,1.748993,0,68.51832,73.03571,0.0006035548,0,0.004828438,0,0.0006035548,0,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9230549,0.9330813,0.9689326,0.9568312,5.30098752993,4.58842342162,403.513174033,24.2771581922,"Sandstone",3.695,21.38273,24.75872,25.78096,21.21329,0.5780273,0.57795,10.32271,4.458343,104.2528,116.2359,0.2975707,0.3649429,"MUNICIPAL AUTHORITY OF WESTMORELAND COUNTY","NO","LOCAL GOVERNMENT","2.64","0.15","0.28","0.16","0.35","0.21","MEDIUM","LOW","LOW","NO","NO","NO","9.7","55.77","15","7"
69421,"PA01744","PA01744","CHAIN","-99999","-99999",40.65888889,-75.24444444,"-99999","Pennsylvania","NORTHAMPTON","LEHIGH RIVER",4188251,"Lehigh River","ArtificialPath",5,"-99999",2,20401060813,"Masonry-Stone","Masonry","-99999","-99999","-99999",-99999,6.096,-99999,6.096,213.36,-99999,"Some type of gate/control structure reported",0,"No locks","-99999",0.992715284504006,5.576791829,23240.54624,47.57269905,"Dam likely would fall under FERC regulatory authority",3.40425002882,1267892.625,"Single purpose","Recreation","Storage",4.2672,"No federal agency involved in operation","No federal agency involved in operation",1476475.56,1476475.56,-99999,8,4,65,0,8,0,0,6.0728,0,"State","Other","-99999",109782.087766,"-99999","Dam has no recreational purposes reported",99,99,"Low",7,"Dam is not under federal regulatory authority","D","RELIABILITYFIRST CORPORATION (RFC)","RFC",43946.5595551,-99999,1,-99999,-99999,1,6.586925,2938,77.38429,959.2763,6.98875,149.2765,106.2779,83.88487,68.49606,57.3215,47.60841,39.27584,31.21607,23.47739,3522.386,3526.734,45.7038,335.3678,122.2268,1.214058,728.1768,726.2538,0.9595661,0.9512664,0.9634772,0.9510739,788.999886523,1257.214,1187.97,9.35619,10.97585,15.01653,16.72275,-8.823505,-6.872476,"Dfa","Cold, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","-99999",0,0,0,1,0,1,1,69.23,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.389189243317,6.907412,7.014617,3.637237,8.57538,0.9970671,2.414241,9.889851,7.421921,4.386626,1.000354,56.73799,29.61285,0.003119033,0,0.03771195,0.1969202,0.005387421,0.02188002,0.0632758894102,0,0,0,0,0.0632757921888,"Dam is located on a reach that is not listed as impaired",0.9090773,0.8871581,0.9593037,0.9316129,9.58966307793,2.62699568786,142.524589058,4.51734825194,"Dolostone",4.099,19.98181,22.28469,28.23111,21.36083,0.7166965,0.5371761,8.248686,8.465911,122.5351,139.0985,0.2982744,0.3107152,"CITY OF EASTON","NO","STATE","5.58","0.99","0.35","0.21","0.4","0.3","MEDIUM","LOW","LOW","NO","NO","NO","9.7","55.77","15","7"
71871,"SC02480","SC02480","H TAYLOR BLALOCK RES DAM","-99999","-99999",35.05269115,-81.86354332,"Coordinates based on update from 2012 NPD Resource Assessment","South Carolina","SPARTANBURG","PACOLET RIVER",12035747,"Pacolet River","ArtificialPath",5,"-99999",3,30501051502,"Concrete","Concrete","Concrete","Rock and Soil","-99999",-99999,21.9456,-99999,21.9456,371.856,-99999,"Some type of gate/control structure reported",0,"No locks","Controlled spillway",1.37245421892037,6.330336007,14784.55486,26.66105829,"Dam likely would fall under FERC regulatory authority",4.28205000393,1200000,"Single purpose","Water Supply","Storage",15.36192,"No federal agency involved in operation","No federal agency involved in operation",24669600,17515416,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Local government","Other","-99999",7850.80813879,"-99999","Dam serves some recreational purpose",-99999,-99999,"High",6,"Dam is not under federal regulatory authority","D","SERC RELIABILITY CORPORATION (SERC)","VACAR",11446.8018532,1,-99999,-99999,-99999,-99999,0.785081,413,10.6161,193.1429,1.613878,20.70655,13.76672,10.46947,8.529835,7.239953,6.156572,5.333131,4.491646,3.57271,-99999,700.9893,7.0425,323.4126,234.3547,3.075614,598.4368,602,0.9505078,0.9479539,0.9672543,0.9573567,6620.99811476,1377.432,1254.097,15.30348,15.61205,21.66788,22.15102,-1.503449,-1.384639,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","TUNDRA",0,0,1,0,0,1,0,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.747226476669,6.842737,7.237813,2.994711,3.501391,0.1739684,0.1277955,0.4423035,0,1.31895,0,51.34212,39.32268,0.002853111,0,0.01426555,0,0.001426555,0,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9316644,0.9300969,0.9587623,0.9536311,1.91730315314,4.7540686084,64.1706475826,0.709320553499,"Mica-schist",4.939,35.89241,34.7762,33.20091,34.15022,0.3688456,0.3490799,4.211368,4.325783,143.9824,139.4104,0.2569641,0.2504089,"SPARTANBURG COMMISSION OF PUBLIC WORKS","NO","LOCAL GOVERNMENT","6.33","1.37","0.2","0.22","0.21","0.1","LOW","LOW","LOW","NO","NO","NO","9.9","38.3073797","4","4"
75167,"TN05101","TN05101","ELK RIVER DAM","WOODS RESERVOIR","-99999",35.29815095,-86.09688231,"Coordinates based on update from 2012 NPD Resource Assessment","Tennessee","FRANLKIN","ELK RIVER",19608291,"Elk River","ArtificialPath",4,"-99999",6,60300030205,"Concrete-Earth","Concrete","Earth-Concrete","Soil","-99999",22.86,24.9936,24.9936,24.9936,897.0264,743453.282,"Some type of gate/control structure reported",0,"No locks","Controlled spillway",2.55663998698425,4.94891026,18468.72438,42.60133563,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",3.83934999588,1202056.75,"Multiple purposes","Flood Control and Storm Water Management","Storage",17.49552,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",125622537.12,96106594.2,2860.001505792,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Federal","Federal","USAF",2371.09792531,"-99999","Dam has no recreational purposes reported",66,66,"Low",0,"Dam is not under federal regulatory authority","R","SERC RELIABILITY CORPORATION (SERC)","CENTRAL",18360.6882725,-99999,-99999,1,-99999,-99999,0.191621,519,14.07438,357.2479,1.588596,32.51537,21.47006,15.20634,10.76474,7.607449,5.396358,3.983795,3.170087,2.399025,681.1674,673.1406,4.3578,398.8743,298.1566,15.82322,669.9464,670,0.936333,0.940679,0.9514565,0.977396,0,1453.122,1403.361,14.21155,14.73488,20.1503,20.96075,-1.62528,-0.9784593,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","-99999",0,0,0,0,0,0,0,7.14,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.453870177269,6.205741,5.114583,1.543337,1.394996,0.05588728,0,17.01688,13.34159,2.576564,2.705494,48.36429,23.44073,0,0,0,0,0,0,18.8725336149,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9209839,0.9249618,0.9562754,0.961561,38.8684349253,19.0810387418,386.658862456,56.2491725015,"-99999",5.207,31.21022,30.31557,20.41351,16.59868,0.4876918,0.5387065,5.123004,3.276961,125.5494,152.4,0.3343502,0.2277365,"","NO","FEDERAL","4.95","2.56","0.06","0.25","0.24","0.15","LOW","LOW","LOW","NO","NO","NO","9.52","38.3073797","0","0"
